Skin	Heart	Brain	Muscle	Spleen	Adipose	Thyroid	Colon	Lung	Liver	Pituitary	Adrenal
LY6H	0	0	0	0	0	0	0	0	0	0	1	0
RAD51	1	0	0	0	0	0	0	0	0	0	0	0
HNRNPH3	0	0	0	0	0	0	0	0	0	0	-1	0
NF1	0	0	0	0	0	0	0	0	0	0	-1	0
DENND2A	0	1	0	0	0	0	0	0	0	0	0	0
CHAF1A	0	0	0	0	0	0	0	0	0	0	1	0
BEND7	0	0	0	0	0	0	0	0	1	0	0	0
SLC7A6	-1	0	0	0	0	0	0	0	0	0	-1	0
ARMCX4	0	0	0	0	0	0	0	0	0	0	0	-1
SPATS2L	0	0	0	1	0	0	0	0	0	0	0	0
SH2D3C	-1	0	0	0	0	0	0	0	0	0	0	0
HSBP1L1	0	0	0	0	0	0	0	0	0	0	0	1
SMCR8	0	0	0	-1	0	0	0	0	0	0	0	0
GLIS3	0	0	0	0	0	0	0	0	0	0	1	0
CXCR6	0	0	0	0	0	0	-1	0	0	0	0	0
DACH2	0	0	0	0	0	0	0	0	0	0	-1	0
DNAJB13	0	0	0	0	0	0	0	0	0	0	1	0
LGI4	-1	0	0	0	0	0	0	0	0	0	1	0
NUP153	0	0	0	0	0	0	0	1	0	0	0	0
NIPAL2	0	0	0	0	0	0	0	0	0	0	-1	0
PRRG4	0	0	0	0	0	0	0	0	0	1	1	0
NAA20	0	-1	0	0	0	0	0	0	0	0	0	0
TSPAN15	-1	0	0	0	1	0	0	0	0	0	0	0
GPM6B	-1	0	0	0	0	0	-1	0	0	0	0	0
PITPNM1	0	0	0	0	0	0	0	0	0	0	1	0
GLI2	0	0	0	0	1	0	0	0	0	0	0	0
FBXO40	0	1	0	1	0	0	0	0	0	0	0	0
RPP14	0	0	0	0	0	0	0	0	0	0	-1	0
DUS4L	0	0	0	0	-1	0	0	0	0	0	0	0
AR	0	0	0	0	0	-1	0	0	0	0	0	0
ADAL	0	0	0	0	0	0	0	0	0	-1	0	0
UBAC2	0	0	0	0	0	1	0	0	0	0	0	0
MST1	0	0	0	0	0	0	0	0	0	0	0	1
MEFV	-1	0	0	0	0	0	0	0	0	0	0	0
VSIG4	0	0	0	0	-1	0	0	0	0	0	0	0
COQ7	0	0	0	1	0	0	0	0	0	0	0	0
CRK	0	0	0	-1	0	0	0	0	0	0	0	0
SEC16B	0	0	0	0	0	1	0	0	0	0	0	0
LRCH1	0	0	0	0	0	1	0	0	0	0	0	0
SCO1	0	0	0	0	0	-1	0	0	0	0	0	0
MARCH5	0	0	0	0	0	0	0	0	0	0	-1	0
LTBR	0	0	0	0	1	0	0	0	0	0	0	1
SYDE1	0	0	0	0	0	0	0	0	0	0	0	1
LCLAT1	0	0	0	0	0	0	0	0	0	0	-1	0
EXOSC10	0	-1	0	0	0	0	0	0	0	0	-1	0
CTSH	0	1	0	0	0	0	0	0	0	0	0	0
ABR	0	0	0	0	0	0	0	0	0	0	1	0
HTRA2	0	0	0	-1	0	0	0	0	0	0	0	0
IP6K2	0	0	0	0	0	1	0	0	0	0	0	0
APCDD1	0	0	0	0	0	0	0	0	0	0	1	0
VAV3	0	0	-1	0	0	0	0	0	0	0	0	0
ZYX	0	0	0	0	1	0	0	0	0	0	0	0
RANBP10	0	0	0	0	1	0	0	0	0	0	0	0
EYA2	0	0	0	0	0	1	0	0	0	0	0	0
ASB9	0	0	0	0	0	0	1	0	0	0	0	0
NAPRT	0	0	0	0	0	0	0	0	0	-1	0	0
NUP155	1	0	0	0	0	0	0	0	0	0	0	0
GRPEL1	0	0	0	0	0	-1	0	0	0	0	0	0
TTC22	0	0	0	0	0	0	0	0	-1	0	0	0
GOLGA1	0	0	0	0	0	0	0	0	0	0	-1	0
GPX3	0	0	0	-1	0	0	0	0	0	0	0	0
MFSD6	1	0	0	0	0	0	0	0	0	0	0	0
WDFY4	-1	0	0	0	0	0	0	0	0	0	0	0
P4HA2	0	0	0	0	0	0	0	0	0	0	1	0
GRAMD1B	0	0	0	0	0	0	0	0	0	0	0	-1
PPIF	0	0	0	0	0	-1	0	0	0	0	0	-1
NAA16	0	0	0	0	0	0	0	0	0	0	-1	0
SSBP2	0	0	0	0	0	1	0	0	0	0	0	0
BIN2	0	0	0	0	0	0	-1	0	0	0	0	0
ACAT1	0	0	0	0	0	0	0	0	0	1	0	0
ARRDC3	0	0	-1	0	0	0	0	0	0	1	0	0
SERPINE2	0	0	0	0	0	0	0	0	0	1	0	0
FCMR	0	0	0	0	-1	0	0	0	0	0	0	0
RTN2	0	0	0	0	0	0	0	0	0	0	-1	0
SIPA1L2	0	0	0	-1	0	0	0	0	0	0	0	0
PML	0	0	0	0	0	0	0	0	0	0	0	1
SIPA1	0	0	0	0	0	0	0	0	0	0	0	1
TSN	0	0	0	0	0	-1	0	0	0	0	0	0
TMBIM1	0	0	-1	0	0	0	0	0	0	0	0	0
PARVG	-1	0	0	0	0	0	0	0	0	0	0	0
KCNE3	0	0	0	0	0	0	0	0	-1	0	0	-1
ANXA7	0	0	0	1	0	0	0	0	0	0	0	0
ZBTB5	0	0	0	0	0	0	-1	0	0	0	0	0
CD80	0	0	0	0	0	1	0	0	0	0	0	0
ALG2	0	0	0	-1	0	0	0	0	0	0	0	0
EHBP1L1	0	0	0	1	1	0	0	0	0	0	0	0
DCLK2	0	1	0	0	1	1	0	0	0	0	0	0
UBAP1L	0	0	0	0	0	0	-1	0	0	0	0	0
MLX	0	0	0	0	0	-1	0	0	0	0	0	0
MAN2A2	0	1	0	0	0	0	0	0	0	0	0	0
UNC45B	0	0	0	1	0	0	0	0	0	0	0	0
DBNDD2	0	0	0	0	0	0	0	0	0	0	1	0
ABCD4	0	0	0	0	0	0	0	0	0	0	0	1
MYL1	0	0	0	1	0	0	0	0	0	0	0	0
INTS2	1	0	0	0	0	0	0	0	0	0	0	0
FGD2	0	0	0	0	0	0	0	0	-1	0	0	0
CEP89	1	0	0	0	0	0	0	0	0	0	0	0
MVD	1	0	0	0	0	0	0	0	0	0	0	0
SNAI2	0	0	0	0	0	-1	0	0	0	-1	0	0
ARHGAP10	0	0	0	0	0	0	0	0	0	0	1	0
STOM	0	0	0	0	0	0	0	0	0	0	0	1
PQLC1	0	0	0	0	1	0	0	0	0	0	0	0
GALNT16	0	0	0	0	1	0	0	0	0	0	0	0
EFEMP1	-1	1	0	0	0	0	0	0	0	-1	0	0
B4GALT2	0	0	0	0	1	0	0	0	0	0	0	0
AGGF1	0	0	0	0	0	0	0	0	0	0	-1	0
SPTA1	0	0	0	0	1	0	0	0	0	0	0	0
CORO2A	0	0	0	0	0	0	0	0	0	0	1	0
SYT3	0	0	0	0	0	0	0	0	0	0	-1	0
LDHD	0	0	0	0	0	0	0	0	0	1	0	0
ZFPM1	0	0	0	0	0	1	0	0	0	0	1	0
FXR1	0	0	0	0	0	0	0	0	0	0	-1	-1
PPM1J	0	0	0	0	0	1	0	0	0	0	0	0
SEC23A	0	0	0	0	0	-1	0	0	0	0	0	0
GPC3	-1	0	0	0	0	0	0	0	0	0	0	0
CUX1	0	0	0	0	0	0	1	0	0	0	0	0
PLEKHG5	0	1	0	0	0	1	0	0	0	0	0	0
GOLM1	0	0	0	1	0	0	0	1	0	0	0	0
RUFY3	0	0	0	0	0	1	0	0	0	0	0	0
GNA13	0	0	0	-1	0	0	0	0	0	0	0	0
MRPL39	0	0	0	0	0	-1	0	0	0	0	0	0
RBP7	0	0	0	0	0	1	0	0	0	0	0	0
SAFB2	0	0	0	0	0	0	0	0	0	0	0	1
RTCB	0	-1	0	0	0	0	0	0	0	0	0	0
SMARCD2	0	0	0	-1	0	0	-1	0	0	0	0	1
GRB10	-1	0	0	-1	0	0	0	-1	0	0	0	0
KIAA0895L	0	0	0	0	1	0	0	0	0	0	0	0
PPP2R5B	0	0	0	0	1	0	0	0	0	-1	0	0
ENG	0	0	0	0	0	0	0	-1	0	0	0	0
ASB4	0	0	0	1	0	0	0	0	0	0	0	0
RREB1	0	0	0	0	0	-1	0	0	0	0	0	0
TIMM8A	0	0	0	0	0	-1	0	0	0	0	0	0
SERTAD3	0	0	0	0	0	0	0	0	0	0	0	1
MCM7	0	0	0	-1	0	0	0	0	0	0	0	0
PFKL	0	0	0	0	1	0	0	0	0	0	0	0
BLM	0	0	0	0	0	0	-1	0	0	0	0	0
MBD3	0	0	0	0	0	0	0	0	0	0	1	0
POP1	0	0	1	0	0	0	0	0	0	0	0	0
INPP5E	0	0	0	0	1	0	0	0	0	0	0	0
FAM161B	0	-1	0	0	0	0	0	0	0	0	0	0
STAT5A	-1	0	0	-1	0	0	0	0	0	0	0	1
C5orf24	0	0	0	0	0	0	0	0	0	0	-1	0
DNAL1	0	0	0	0	0	0	1	0	0	0	0	0
VTN	0	0	0	0	0	1	0	0	0	0	0	0
TFPI	-1	0	0	-1	0	0	0	0	0	0	0	0
AMFR	0	0	0	0	0	0	0	0	0	0	1	0
ARPC5	0	0	0	-1	0	0	0	0	0	0	0	0
ASAP1	0	0	0	-1	0	0	0	0	0	0	0	0
ELAC2	0	0	0	0	0	-1	0	0	0	0	0	0
ARHGAP35	0	0	0	0	0	-1	0	0	0	0	0	0
AP2S1	0	0	0	0	1	0	0	0	0	0	0	0
TMEM205	0	0	0	0	0	0	0	0	0	1	0	0
RANBP9	0	0	0	0	0	0	0	0	0	1	0	0
MARCH3	0	0	0	0	0	0	0	0	0	0	0	-1
HSPB11	0	0	0	0	-1	0	0	0	0	0	0	0
HERC4	0	0	0	0	0	0	0	0	0	0	-1	0
BTF3L4	0	0	0	0	0	-1	0	0	0	0	0	0
PTRH2	0	0	0	0	0	-1	0	0	0	0	0	0
SERTAD1	0	0	0	0	0	-1	0	0	0	0	0	0
MIB2	0	0	0	0	1	0	0	0	0	0	0	0
MRPS30	0	0	0	0	0	0	0	0	0	0	-1	0
CXXC1	0	0	0	0	0	0	0	0	0	0	0	1
TMEM242	0	0	0	0	0	0	0	0	0	0	-1	0
PRR14	0	0	0	0	0	0	-1	0	0	0	0	1
TRDN	0	0	0	1	0	0	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0	0	0	0	0	1	0
GLB1L	0	0	0	0	1	0	0	0	0	0	0	0
GABRA2	0	0	-1	0	0	0	0	0	0	0	0	0
STARD10	0	0	0	0	0	0	0	0	0	0	1	1
CCDC88C	0	0	0	0	0	1	0	0	0	0	1	0
ZNF277	0	0	0	0	0	0	0	0	0	0	-1	0
C1QTNF2	0	0	0	0	1	0	0	0	0	0	0	0
MST1R	0	0	0	0	0	0	0	0	0	0	1	0
FBXW4	0	0	0	1	0	0	0	0	0	0	0	1
LMBR1L	0	1	0	0	0	0	0	0	0	0	0	0
ATF1	0	0	0	0	0	0	0	0	0	0	-1	0
TP53	0	0	0	0	0	0	0	0	0	0	0	1
HOXB2	0	0	0	0	0	1	0	0	0	0	0	0
HAGHL	0	0	1	0	0	0	0	0	0	0	0	0
NNMT	-1	0	0	0	0	0	0	0	0	0	0	0
RUNDC1	0	0	0	0	0	0	0	0	0	0	-1	0
GFRA1	-1	0	0	0	0	0	0	0	0	0	0	0
TRAPPC4	0	0	0	0	0	-1	0	0	0	0	0	0
MTMR11	0	0	0	0	1	0	0	0	0	0	0	0
BTBD2	0	0	0	0	0	0	0	0	0	0	0	1
RRP15	0	0	0	0	0	-1	0	0	0	0	0	0
ZSCAN20	0	0	0	0	0	0	0	0	0	0	-1	0
PCBP3	0	0	0	0	0	0	0	0	1	0	0	0
MMP19	0	0	0	0	0	0	0	0	0	0	1	0
LPIN2	0	0	0	-1	0	0	0	0	0	0	0	0
SCAMP4	0	0	0	0	0	0	0	0	-1	0	0	1
ORC4	1	0	0	0	0	0	0	0	0	0	0	0
ITPKC	0	0	0	0	0	-1	0	0	0	0	0	0
ALS2CL	0	0	0	0	0	0	0	0	0	0	1	1
BMP4	0	0	0	0	0	0	-1	0	0	0	0	0
CAPN8	0	0	0	0	0	0	0	0	0	0	-1	0
DMXL1	0	0	0	0	0	0	0	0	0	0	-1	-1
ANO4	0	0	0	0	0	0	0	0	0	0	-1	0
SRCIN1	0	0	0	0	0	-1	0	0	0	0	0	0
CTU2	0	0	0	0	1	0	0	0	0	0	0	0
TMOD2	0	0	0	0	0	1	0	0	0	0	0	0
SQLE	1	0	0	0	0	0	0	0	0	0	1	0
RALGAPA2	0	0	0	0	0	0	0	0	1	0	0	0
NKAIN1	0	0	0	1	0	0	0	0	0	0	0	0
ACADS	0	0	0	0	0	0	0	0	0	0	1	0
METTL1	0	0	0	0	0	-1	0	0	0	0	0	0
SLC16A1	0	0	-1	0	0	0	0	0	0	0	0	0
PPP1R37	0	0	0	0	1	0	0	0	0	0	0	0
RAB23	0	0	0	0	0	0	0	0	0	-1	0	0
TLE3	0	0	0	0	0	0	0	0	0	0	1	0
CABP1	0	0	0	0	0	0	0	-1	0	0	0	0
SEC31B	0	0	0	0	0	1	0	0	0	0	0	0
ST3GAL5	0	0	0	0	0	0	0	0	0	0	0	1
SLC16A2	0	0	0	0	0	0	0	0	0	0	1	0
CD3E	0	0	0	0	0	1	-1	0	0	0	0	0
CIC	0	0	0	0	0	0	0	0	0	0	0	1
PSMG1	0	0	0	0	0	-1	0	0	0	0	0	0
CDH13	0	0	0	0	0	1	0	0	0	0	0	0
PM20D2	0	0	0	0	0	0	1	0	0	0	0	0
SCN4B	0	0	0	0	0	1	1	0	0	0	0	0
TMEM240	0	0	1	0	0	1	0	0	0	0	0	0
NGF	0	0	0	0	0	0	0	0	0	0	1	0
RING1	0	0	0	0	0	0	0	0	0	0	0	1
YAP1	0	0	0	0	0	0	0	0	0	0	1	0
ARHGEF12	0	0	-1	0	0	0	0	0	0	0	0	0
SAMD14	0	0	0	0	1	0	0	0	0	0	0	0
LSAMP	-1	0	0	0	0	0	0	0	0	0	0	0
BLK	0	0	0	0	-1	0	0	0	0	0	0	0
POR	0	0	0	0	0	0	0	0	0	-1	0	0
TCF7	1	0	0	0	0	0	-1	0	0	0	0	0
DVL2	0	0	0	0	0	0	0	0	0	0	0	1
SMIM10L1	0	0	0	1	0	0	0	0	0	0	0	0
PGRMC1	0	0	0	-1	0	0	0	0	0	0	0	0
SRGN	-1	0	0	0	0	0	0	0	0	0	0	0
FCER1G	0	0	0	-1	0	0	-1	0	0	0	0	0
PTH1R	-1	0	0	-1	0	0	0	0	0	0	0	0
DDAH1	0	0	0	0	0	0	1	0	0	0	0	0
UNC80	0	0	0	0	0	0	0	0	0	0	-1	0
VAMP5	0	0	0	0	0	0	0	0	0	0	0	1
CEP41	0	0	0	0	0	0	0	0	0	0	-1	0
SATB2	0	0	0	0	0	-1	0	0	0	0	0	0
RARB	0	0	0	0	0	1	0	0	0	0	0	0
RASGEF1B	0	0	0	0	0	0	0	0	1	0	1	0
LCMT1	1	0	0	0	0	0	0	0	0	0	0	0
TMEM33	0	0	0	0	0	0	0	0	0	0	-1	0
MTHFR	-1	0	0	0	0	0	0	0	0	0	0	0
AKAP9	0	0	0	0	0	0	0	0	0	0	-1	0
C6orf132	0	0	0	0	0	0	0	0	0	0	1	0
ZHX2	0	0	0	0	0	0	0	0	1	0	0	0
PYGO2	0	0	0	0	0	0	0	0	0	0	0	1
EIF2S3	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1
CEP162	0	0	0	0	0	0	0	0	0	0	0	1
CACYBP	0	0	0	0	0	0	0	0	0	0	0	-1
ABCA4	0	0	0	0	0	0	0	0	0	1	0	0
CD82	0	0	0	0	0	0	0	0	0	0	0	1
IRF8	-1	0	0	0	0	0	0	0	0	0	0	-1
CYB561D1	0	0	0	0	0	0	0	0	-1	0	0	0
MMP3	1	0	0	0	0	0	0	0	0	0	0	0
PSTPIP2	0	0	0	1	0	0	0	0	0	0	0	0
NDUFA4L2	0	0	0	0	0	1	0	0	0	0	0	0
BTK	0	0	0	0	-1	0	0	1	0	0	0	0
PAOX	0	0	0	0	0	0	-1	0	0	0	0	0
TMED9	0	0	0	0	1	0	0	0	0	0	0	0
APOE	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHA2	0	0	0	0	-1	1	0	0	0	0	0	0
ANTXR1	0	0	0	0	0	0	1	0	1	0	1	0
SCUBE1	-1	0	0	0	0	0	0	0	0	0	0	0
VPS9D1	0	0	0	0	0	0	0	0	0	0	0	1
ZNF3	0	0	0	0	0	0	0	0	0	0	-1	0
AUTS2	0	0	0	0	0	0	1	0	0	0	0	0
ATG4D	0	0	0	0	1	0	0	0	0	0	0	0
MATN2	0	1	0	0	0	0	0	0	0	0	0	0
LIG3	0	0	0	0	1	0	0	0	0	0	0	0
ITM2B	0	0	0	0	0	1	0	0	0	0	0	0
STXBP1	-1	0	0	0	0	0	0	0	1	0	0	0
UBE3A	0	0	0	0	0	0	0	0	0	0	0	-1
NOP58	0	0	0	0	0	0	0	0	0	0	0	-1
PLEKHB1	0	1	0	0	0	0	0	0	0	0	0	0
CTDSP2	0	0	0	0	0	0	0	0	0	0	0	1
DENND1B	0	0	0	0	0	0	0	0	0	1	0	0
LGI1	0	0	0	0	0	0	0	0	0	0	1	0
KAZN	0	0	0	0	0	0	0	0	0	0	1	0
EMC6	0	0	0	0	0	-1	0	0	0	0	0	0
NINJ1	0	0	0	0	1	0	0	0	0	0	0	0
PLCXD1	0	0	1	0	0	0	0	0	0	0	0	0
ACADVL	0	0	0	0	1	0	0	0	0	0	0	0
NBEAL2	0	0	0	0	0	0	0	0	0	0	1	0
AGPS	0	0	0	0	0	-1	0	0	0	0	0	0
ACAD9	1	0	0	0	0	0	0	0	0	0	0	0
SMG7	0	0	0	0	0	0	0	0	0	0	-1	0
TMC7	0	0	0	1	0	1	0	0	0	0	0	0
ATG9A	0	0	0	0	0	0	-1	0	0	0	0	0
NR2C2AP	0	0	0	-1	0	0	0	0	0	0	0	0
RAB21	0	0	0	0	0	0	0	0	1	0	0	0
TARSL2	0	0	0	0	0	1	0	0	0	0	0	0
USP16	0	0	0	0	0	0	0	0	0	0	-1	0
SLC16A13	0	0	0	0	0	0	0	0	-1	0	0	0
REV3L	0	0	0	0	0	0	0	0	0	0	-1	0
CA5B	0	0	0	-1	0	0	0	-1	0	0	0	-1
CD28	0	0	0	0	0	0	0	1	0	0	0	0
MRPL14	0	0	0	0	1	0	0	0	0	1	0	0
MFAP2	0	0	0	0	0	0	0	0	0	0	1	0
ATP13A2	0	0	0	0	1	0	0	0	0	0	0	0
RPS6KA4	0	0	0	0	1	0	0	0	0	0	0	0
PAPSS2	0	0	-1	0	0	0	0	0	0	0	0	0
RFC4	0	-1	0	0	0	0	0	0	0	0	0	0
CCDC68	0	0	0	0	-1	0	0	0	0	0	0	0
KIAA1755	0	0	0	0	0	0	0	0	0	0	1	0
VWF	-1	0	0	0	0	0	0	0	0	0	0	0
RTBDN	0	0	0	0	0	0	0	0	0	0	1	0
CHST3	0	0	-1	0	0	0	0	0	0	0	0	0
CCDC58	1	0	0	0	0	-1	0	0	0	0	0	0
TJP1	0	0	0	0	0	1	0	0	0	0	0	0
ZDHHC15	0	0	0	0	0	1	0	0	0	0	0	0
PPP2R5E	0	0	0	0	0	0	0	0	0	0	-1	0
EIF2B5	0	0	0	0	0	0	0	0	0	0	-1	0
IL6R	0	0	-1	0	0	0	-1	0	0	0	0	0
KIF26A	0	0	0	0	0	0	0	0	0	0	1	0
CTXN3	0	0	-1	0	0	0	0	0	0	0	0	0
PTPRE	-1	0	0	0	0	0	0	0	0	0	0	0
SREK1	0	0	0	0	-1	0	0	0	0	0	0	0
KCNIP3	0	0	0	0	0	0	0	0	0	0	0	1
VIPAS39	0	0	0	0	0	0	0	0	0	0	-1	0
VAV1	0	0	0	0	0	0	-1	0	0	0	0	0
STC2	0	0	0	0	0	0	1	0	1	0	0	0
NFKBIL1	0	0	0	0	0	0	0	0	0	0	0	1
PTPN7	0	0	0	0	0	1	-1	0	0	0	0	0
CHM	0	0	0	0	-1	0	0	0	0	0	0	0
SLC2A4	0	0	0	0	0	0	0	0	0	0	1	0
CENPI	1	0	0	0	0	0	0	0	0	0	0	0
NEUROD4	0	0	0	0	0	0	0	0	0	0	-1	0
SMPD1	0	0	0	0	1	0	0	0	0	0	0	0
GCC2	0	0	0	0	-1	0	0	0	0	0	0	0
FAM234B	0	0	0	0	1	0	0	0	0	0	0	0
HEBP1	0	0	0	0	1	0	0	0	0	0	0	0
DMRTA1	0	0	0	0	0	0	0	0	0	0	-1	0
S100A13	0	0	0	0	0	0	0	0	0	0	1	0
LEPROTL1	0	0	0	0	0	0	0	0	0	0	-1	0
AMMECR1	0	0	0	0	0	0	0	0	0	0	-1	0
SLC25A35	0	0	0	0	0	0	0	0	-1	0	0	0
TP53I11	-1	0	0	0	0	0	0	0	0	0	0	0
ARL5B	0	0	0	0	0	0	0	0	1	1	0	0
FLT3	-1	0	0	0	0	0	0	0	0	0	0	0
USP19	0	0	0	0	0	0	0	0	0	0	0	1
CCDC150	0	0	0	0	-1	0	0	0	0	0	0	0
ADAMTS7	0	0	0	0	1	0	0	0	0	0	1	0
SLC25A23	0	0	0	0	0	0	0	0	0	0	0	1
BSCL2	0	0	0	0	0	0	0	0	0	0	0	-1
DOCK8	0	0	0	0	0	0	0	0	0	0	0	-1
DEPTOR	0	0	0	0	0	1	0	0	0	0	0	0
RAB3IL1	0	0	0	0	1	0	0	0	0	0	1	0
NSFL1C	0	-1	0	0	0	0	0	0	0	0	0	0
CEBPZ	0	0	0	0	0	0	0	0	0	0	0	-1
PAN2	0	0	0	0	0	1	0	0	0	0	0	0
FOXJ3	0	0	0	0	-1	0	0	0	0	0	-1	0
ATRN	0	0	0	0	0	0	1	0	0	0	0	0
VPS37D	0	0	0	0	0	0	0	0	0	0	0	1
STRADB	0	0	0	1	0	0	0	0	0	0	0	0
SEPT6	0	0	0	0	-1	0	0	0	0	-1	0	0
NIFK	0	0	0	0	0	-1	0	0	0	0	-1	0
KLHL26	-1	0	0	0	0	0	0	0	0	0	0	0
IPO4	0	0	0	0	0	-1	0	0	0	0	0	0
SPSB1	0	0	0	-1	0	0	0	0	0	0	0	0
MYO6	0	0	0	0	0	0	0	0	0	1	0	0
SHMT1	0	0	0	1	0	0	0	0	0	0	1	0
NFU1	0	0	0	1	0	0	0	0	0	0	0	0
DUSP8	0	0	0	0	1	0	0	0	0	0	0	0
KDM4A	0	0	0	0	0	0	0	0	0	0	0	1
BHLHE41	0	0	0	1	-1	0	1	0	0	0	0	0
MARCH9	0	0	0	0	0	0	0	0	0	0	0	1
LTBP1	0	0	0	-1	0	0	0	0	0	0	0	0
UBE2V2	0	0	0	0	0	-1	0	0	0	0	0	0
OTOA	0	0	0	0	0	0	0	0	0	0	1	0
EIF3K	0	0	0	0	0	-1	0	0	0	0	0	0
POMT2	0	0	0	0	0	-1	0	0	0	0	0	0
TESK2	0	0	0	0	0	0	0	0	0	0	0	1
MTHFD1L	0	0	0	0	0	0	0	0	0	0	1	0
MFSD7	0	0	0	0	0	0	0	0	0	0	1	0
MYT1L	0	0	0	0	0	0	0	0	0	0	-1	0
SLC24A3	0	0	0	0	0	1	0	0	0	0	0	0
GRB7	0	0	0	0	0	0	-1	0	0	0	0	0
TSPO	0	0	0	0	0	0	0	0	0	0	1	0
PPP1R1A	-1	0	0	0	0	0	0	0	0	0	0	0
MAP4	0	0	0	1	0	0	0	0	0	0	0	0
TIRAP	0	0	0	0	0	0	0	0	-1	0	0	0
OPTN	0	0	0	0	0	0	0	0	1	0	0	0
CCDC3	0	0	0	0	0	0	0	0	0	0	1	0
EPHX2	0	0	0	0	0	0	0	0	0	1	0	0
TAF9B	0	0	0	0	0	1	0	0	0	0	0	0
CNPY3	0	0	0	-1	0	0	0	0	0	0	0	0
ARFGEF1	1	0	0	0	0	0	0	0	0	0	0	0
GNE	0	0	0	-1	0	0	0	0	0	0	0	0
GATAD1	0	0	0	0	0	1	0	0	0	0	0	0
CSPG5	0	0	0	0	0	-1	0	0	0	0	0	0
LAMB2	0	1	0	0	0	0	0	0	0	0	0	0
RRP1B	0	0	0	0	0	-1	0	0	0	0	0	0
NELFA	0	0	0	0	0	0	-1	0	0	0	0	1
GTPBP4	0	0	0	0	0	-1	0	0	0	0	0	-1
EIF4G3	0	0	0	1	-1	0	0	0	0	0	0	0
PDYN	0	0	0	0	0	0	0	0	0	0	1	0
SH3BP4	0	0	0	-1	0	0	0	0	0	0	0	0
ZNF598	0	0	0	0	0	0	0	0	0	0	0	1
TMEM164	0	0	0	0	0	0	0	0	0	0	0	1
CALB2	0	0	0	0	0	0	0	0	0	0	1	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	1	0
PHLDA1	0	0	0	0	0	0	0	0	1	0	0	-1
PPP1R18	0	0	-1	0	0	0	0	0	0	0	1	0
LNX2	0	0	0	0	0	0	0	0	0	0	0	1
P3H1	0	0	0	0	0	0	0	-1	0	0	0	0
DCTN1	0	0	0	0	1	0	0	0	0	0	0	0
NDUFA12	0	0	0	0	0	-1	0	0	0	0	0	0
FBLN5	-1	0	0	0	0	0	0	0	0	0	0	0
SLC12A9	0	0	0	0	0	0	0	0	0	0	0	1
F13A1	0	0	0	-1	0	0	0	0	0	0	0	0
PLCE1	0	0	0	0	0	1	0	0	1	0	0	0
BLMH	0	0	0	0	0	0	0	0	0	0	-1	0
NFKBIE	0	0	0	0	0	0	0	0	0	0	1	0
CARNMT1	0	0	0	0	0	0	0	0	0	0	-1	-1
PXN	0	0	0	0	1	0	0	0	0	0	0	0
ELMO1	0	0	0	0	0	1	0	0	0	0	0	-1
ZNF385A	0	0	0	0	0	0	0	0	0	0	1	0
SLC25A43	0	0	0	0	0	0	0	0	0	0	1	0
PLSCR4	0	0	-1	0	0	0	0	0	0	0	0	0
ZNF771	0	0	1	0	0	0	0	0	0	0	0	0
FAM76B	0	0	0	0	-1	0	0	0	0	0	0	0
SMARCD3	0	0	0	0	0	0	0	-1	0	0	0	0
EXTL1	0	0	0	0	0	0	0	0	0	0	1	0
EIF3I	0	-1	0	0	0	0	0	0	0	0	0	0
REEP4	0	0	0	0	0	0	-1	0	0	0	0	0
GLIS2	0	0	0	0	1	0	0	0	0	0	1	0
GNA15	0	0	0	0	1	0	0	0	0	0	0	0
HOXD8	0	0	0	0	0	0	0	-1	0	0	0	0
C6	-1	0	0	0	0	0	0	0	0	0	0	0
IRF4	0	0	0	0	0	0	0	1	0	0	0	0
CRTC2	0	0	0	0	0	1	0	0	0	0	0	1
TTC32	0	0	0	0	-1	0	0	0	0	0	0	0
AFF3	0	0	0	0	-1	0	0	0	0	0	0	0
UPRT	0	0	0	0	-1	0	1	0	0	0	0	0
RASSF10	1	0	0	0	0	0	0	0	0	0	0	0
STIP1	0	0	0	0	0	0	0	0	0	0	0	-1
PDE8B	-1	0	0	0	0	0	0	0	0	0	0	0
SLC25A11	0	0	0	0	0	-1	0	0	0	0	0	0
GCA	0	0	0	0	0	0	0	0	0	0	0	1
AGAP2	0	0	0	0	0	1	0	0	0	0	0	0
IKZF5	0	0	0	0	0	0	0	0	0	0	-1	0
NCOA7	0	0	0	-1	0	0	0	0	0	0	0	0
PTGER2	-1	0	0	0	0	0	0	0	0	0	0	0
RFX3	0	0	0	0	-1	0	0	0	0	0	0	0
PRRC2B	0	0	0	0	0	0	0	0	0	0	0	1
HEY2	0	0	0	0	0	0	0	0	1	0	0	0
LRRC14B	0	0	0	1	0	0	0	0	0	0	0	0
DBN1	0	0	0	-1	1	0	0	0	0	0	0	0
TMEM8A	0	0	0	0	1	0	0	0	0	0	0	0
ALDOC	0	0	0	0	0	0	-1	0	0	0	1	0
SGCD	0	0	0	0	0	0	1	0	0	0	0	0
GRIK4	0	0	0	0	0	0	0	0	0	0	1	0
USP15	0	0	0	0	0	0	0	0	0	0	-1	0
XKRX	0	0	0	0	-1	0	0	0	0	0	0	0
