Row.names,Gene.human.stable.ID,Macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID
SEC11A,ENSG00000140612,ENSMFAG00000036341,ENSMUSG00000025724,ENSRNOG00000011029,ENSCAFG00000012889
SEC11C,ENSG00000166562,ENSMFAG00000037029,ENSMUSG00000024516,ENSRNOG00000017036,ENSCAFG00000000100
SEC13,ENSG00000157020,ENSMFAG00000037200,ENSMUSG00000030298,ENSRNOG00000010628,ENSCAFG00000005118
SEC14L1,ENSG00000129657,ENSMFAG00000001823,ENSMUSG00000020823,ENSRNOG00000002722,ENSCAFG00000005176
SEC14L4,ENSG00000133488,ENSMFAG00000036440,ENSMUSG00000019368,ENSRNOG00000004555,ENSCAFG00000023437
SEC14L5,ENSG00000103184,ENSMFAG00000002127,ENSMUSG00000091712,ENSRNOG00000002917,ENSCAFG00000019128
SEC16A,ENSG00000148396,ENSMFAG00000031567,ENSMUSG00000026924,ENSRNOG00000019122,ENSCAFG00000019656
SEC16B,ENSG00000120341,ENSMFAG00000040538,ENSMUSG00000026589,ENSRNOG00000005229,ENSCAFG00000014126
SEC22A,ENSG00000121542,ENSMFAG00000038056,ENSMUSG00000034473,ENSRNOG00000043069,ENSCAFG00000012072
SEC22B,ENSG00000265808,ENSMFAG00000043165,ENSMUSG00000027879,ENSRNOG00000018673,ENSCAFG00000010738
SEC22C,ENSG00000093183,ENSMFAG00000033005,ENSMUSG00000061536,ENSRNOG00000047873,ENSCAFG00000005272
SEC23A,ENSG00000100934,ENSMFAG00000035158,ENSMUSG00000020986,ENSRNOG00000004657,ENSCAFG00000013826
SEC23B,ENSG00000101310,ENSMFAG00000041652,ENSMUSG00000027429,ENSRNOG00000008411,ENSCAFG00000005405
SEC23IP,ENSG00000107651,ENSMFAG00000042549,ENSMUSG00000055319,ENSRNOG00000020411,ENSCAFG00000012270
SEC24A,ENSG00000113615,ENSMFAG00000036944,ENSMUSG00000036391,ENSRNOG00000004563,ENSCAFG00000001034
SEC24B,ENSG00000138802,ENSMFAG00000038799,ENSMUSG00000001052,ENSRNOG00000023373,ENSCAFG00000011407
SEC24C,ENSG00000176986,ENSMFAG00000001296,ENSMUSG00000039367,ENSRNOG00000009042,ENSCAFG00000014865
SEC24D,ENSG00000150961,ENSMFAG00000038796,ENSMUSG00000039234,ENSRNOG00000014872,ENSCAFG00000012345
SEC31A,ENSG00000138674,ENSMFAG00000001213,ENSMUSG00000035325,ENSRNOG00000002251,ENSCAFG00000009021
SEC31B,ENSG00000075826,ENSMFAG00000043520,ENSMUSG00000051984,ENSRNOG00000025781,ENSCAFG00000009685
SEC61A1,ENSG00000058262,ENSMFAG00000043634,ENSMUSG00000030082,ENSRNOG00000013743,ENSCAFG00000004107
SEC61A2,ENSG00000065665,ENSMFAG00000041615,ENSMUSG00000025816,ENSRNOG00000023278,ENSCAFG00000032738
SEC61G,ENSG00000132432,ENSMFAG00000039470,ENSMUSG00000078974,ENSRNOG00000005203,ENSCAFG00000003459
SEC63,ENSG00000025796,ENSMFAG00000034177,ENSMUSG00000019802,ENSRNOG00000000314,ENSCAFG00000029633
SECISBP2,ENSG00000187742,ENSMFAG00000003045,ENSMUSG00000035139,ENSRNOG00000013773,ENSCAFG00000002188
SECISBP2L,ENSG00000138593,ENSMFAG00000001802,ENSMUSG00000035093,ENSRNOG00000008629,ENSCAFG00000014822
SEL1L,ENSG00000071537,ENSMFAG00000036099,ENSMUSG00000020964,ENSRNOG00000004464,ENSCAFG00000017315
SEL1L3,ENSG00000091490,ENSMFAG00000002093,ENSMUSG00000029189,ENSRNOG00000004932,ENSCAFG00000016402
SELE,ENSG00000007908,ENSMFAG00000001279,ENSMUSG00000026582,ENSRNOG00000002723,ENSCAFG00000015169
SELL,ENSG00000188404,ENSMFAG00000042617,ENSMUSG00000026581,ENSRNOG00000002776,ENSCAFG00000015177
SELP,ENSG00000174175,ENSMFAG00000036068,ENSMUSG00000026580,ENSRNOG00000002794,ENSCAFG00000015180
SELPLG,ENSG00000110876,ENSMFAG00000030190,ENSMUSG00000048163,ENSRNOG00000000699,ENSCAFG00000011317
SEMA3A,ENSG00000075213,ENSMFAG00000043549,ENSMUSG00000028883,ENSRNOG00000023337,ENSCAFG00000006212
SEMA3B,ENSG00000012171,ENSMFAG00000043386,ENSMUSG00000057969,ENSRNOG00000016512,ENSCAFG00000010719
SEMA3C,ENSG00000075223,ENSMFAG00000000365,ENSMUSG00000028780,ENSRNOG00000006526,ENSCAFG00000006381
SEMA3D,ENSG00000153993,ENSMFAG00000044893,ENSMUSG00000040254,ENSRNOG00000007202,ENSCAFG00000006128
SEMA3E,ENSG00000170381,ENSMFAG00000032909,ENSMUSG00000063531,ENSRNOG00000006631,ENSCAFG00000006247
SEMA3F,ENSG00000001617,ENSMFAG00000002063,ENSMUSG00000034684,ENSRNOG00000017704,ENSCAFG00000010804
SEMA3G,ENSG00000010319,ENSMFAG00000031594,ENSMUSG00000021904,ENSRNOG00000018952,ENSCAFG00000009481
SEMA4A,ENSG00000196189,ENSMFAG00000037487,ENSMUSG00000028064,ENSRNOG00000019737,ENSCAFG00000016857
SEMA4B,ENSG00000185033,ENSMFAG00000034089,ENSMUSG00000030539,ENSRNOG00000025167,ENSCAFG00000012082
SEMA4C,ENSG00000168758,ENSMFAG00000045666,ENSMUSG00000026121,ENSRNOG00000016254,ENSCAFG00000002393
SEMA4D,ENSG00000187764,ENSMFAG00000002336,ENSMUSG00000021451,ENSRNOG00000013679,ENSCAFG00000002180
SEMA4F,ENSG00000135622,ENSMFAG00000027141,ENSMUSG00000000627,ENSRNOG00000006784,ENSCAFG00000008321
SEMA4G,ENSG00000095539,ENSMFAG00000038405,ENSMUSG00000025207,ENSRNOG00000014650,ENSCAFG00000009738
SEMA5A,ENSG00000112902,ENSMFAG00000038895,ENSMUSG00000022231,ENSRNOG00000011977,ENSCAFG00000010102
SEMA5B,ENSG00000082684,ENSMFAG00000002408,ENSMUSG00000052133,ENSRNOG00000002238,ENSCAFG00000012032
SEMA6A,ENSG00000092421,ENSMFAG00000041392,ENSMUSG00000019647,ENSRNOG00000004033,ENSCAFG00000000192
SEMA6B,ENSG00000167680,ENSMFAG00000031298,ENSMUSG00000001227,ENSRNOG00000045998,ENSCAFG00000019014
SEMA6C,ENSG00000143434,ENSMFAG00000045151,ENSMUSG00000038777,ENSRNOG00000021101,ENSCAFG00000012473
SEMA6D,ENSG00000137872,ENSMFAG00000046214,ENSMUSG00000027200,ENSRNOG00000004812,ENSCAFG00000013925
SEMA7A,ENSG00000138623,ENSMFAG00000034040,ENSMUSG00000038264,ENSRNOG00000007687,ENSCAFG00000017916
SENP2,ENSG00000163904,ENSMFAG00000002841,ENSMUSG00000022855,ENSRNOG00000001773,ENSCAFG00000013266
SENP6,ENSG00000112701,ENSMFAG00000041950,ENSMUSG00000034252,ENSRNOG00000024336,ENSCAFG00000002711
SENP7,ENSG00000138468,ENSMFAG00000003222,ENSMUSG00000052917,ENSRNOG00000001616,ENSCAFG00000029915
SENP8,ENSG00000166192,ENSMFAG00000004993,ENSMUSG00000051705,ENSRNOG00000011595,ENSCAFG00000017650
SEPHS1,ENSG00000086475,ENSMFAG00000001994,ENSMUSG00000026662,ENSRNOG00000018125,ENSCAFG00000004743
SEPSECS,ENSG00000109618,ENSMFAG00000003516,ENSMUSG00000029173,ENSRNOG00000049244,ENSCAFG00000016468
1-Sep,ENSG00000180096,ENSMFAG00000031504,ENSMUSG00000000486,ENSRNOG00000017804,ENSCAFG00000016576
10-Sep,ENSG00000186522,ENSMFAG00000044989,ENSMUSG00000019917,ENSRNOG00000049507,ENSCAFG00000001952
11-Sep,ENSG00000138758,ENSMFAG00000042066,ENSMUSG00000058013,ENSRNOG00000002182,ENSCAFG00000008668
2-Sep,ENSG00000168385,ENSMFAG00000039700,ENSMUSG00000026276,ENSRNOG00000017952,ENSCAFG00000012960
3-Sep,ENSG00000100167,ENSMFAG00000039306,ENSMUSG00000022456,ENSRNOG00000007686,ENSCAFG00000000995
4-Sep,ENSG00000108387,ENSMFAG00000038431,ENSMUSG00000020486,ENSRNOG00000007367,ENSCAFG00000017532
5-Sep,ENSG00000184702,ENSMFAG00000038117,ENSMUSG00000072214,ENSRNOG00000029912,ENSCAFG00000014533
6-Sep,ENSG00000125354,ENSMFAG00000003084,ENSMUSG00000050379,ENSRNOG00000043182,ENSCAFG00000018419
8-Sep,ENSG00000164402,ENSMFAG00000016659,ENSMUSG00000018398,ENSRNOG00000007462,ENSCAFG00000000906
9-Sep,ENSG00000184640,ENSMFAG00000035508,ENSMUSG00000059248,ENSRNOG00000002807,ENSCAFG00000005190
SERAC1,ENSG00000122335,ENSMFAG00000042904,ENSMUSG00000015659,ENSRNOG00000017889,ENSCAFG00000000647
SERBP1,ENSG00000142864,ENSMFAG00000036635,ENSMUSG00000036371,ENSRNOG00000005890,ENSCAFG00000018538
SERINC1,ENSG00000111897,ENSMFAG00000043662,ENSMUSG00000019877,ENSRNOG00000029360,ENSCAFG00000000989
SERINC2,ENSG00000168528,ENSMFAG00000042146,ENSMUSG00000023232,ENSRNOG00000012989,ENSCAFG00000011063
SERINC3,ENSG00000132824,ENSMFAG00000045198,ENSMUSG00000017707,ENSRNOG00000009552,ENSCAFG00000009471
SERINC5,ENSG00000164300,ENSMFAG00000046004,ENSMUSG00000021703,ENSRNOG00000024039,ENSCAFG00000008891
SERP2,ENSG00000151778,ENSMFAG00000032491,ENSMUSG00000052584,ENSRNOG00000038228,ENSCAFG00000004600
SERPINA11,ENSG00000186910,ENSMFAG00000045424,ENSMUSG00000063232,ENSRNOG00000011141,ENSCAFG00000024668
SERPINA12,ENSG00000165953,ENSMFAG00000039440,ENSMUSG00000041567,ENSRNOG00000042634,ENSCAFG00000017661
SERPINA5,ENSG00000188488,ENSMFAG00000038025,ENSMUSG00000041550,ENSRNOG00000009855,ENSCAFG00000029000
SERPINA6,ENSG00000170099,ENSMFAG00000039765,ENSMUSG00000060807,ENSRNOG00000009438,ENSCAFG00000024698
SERPINA7,ENSG00000123561,ENSMFAG00000046317,ENSMUSG00000031271,ENSRNOG00000011081,ENSCAFG00000017885
SERPINA9,ENSG00000170054,ENSMFAG00000039680,ENSMUSG00000058260,ENSRNOG00000042391,ENSCAFG00000024137
SERPINB10,ENSG00000242550,ENSMFAG00000035673,ENSMUSG00000092572,ENSRNOG00000002417,ENSCAFG00000023582
SERPINB11,ENSG00000206072,ENSMFAG00000043383,ENSMUSG00000026327,ENSRNOG00000002583,ENSCAFG00000023362
SERPINB12,ENSG00000166634,ENSMFAG00000045116,ENSMUSG00000059956,ENSRNOG00000002602,ENSCAFG00000023015
SERPINB13,ENSG00000197641,ENSMFAG00000044819,ENSMUSG00000048775,ENSRNOG00000028194,ENSCAFG00000023050
SERPINB2,ENSG00000197632,ENSMFAG00000035794,ENSMUSG00000062345,ENSRNOG00000002460,ENSCAFG00000000059
SERPINB5,ENSG00000206075,ENSMFAG00000045261,ENSMUSG00000067006,ENSRNOG00000002640,ENSCAFG00000024647
SERPINB7,ENSG00000166396,ENSMFAG00000035961,ENSMUSG00000067001,ENSRNOG00000002555,ENSCAFG00000023436
SERPINB8,ENSG00000166401,ENSMFAG00000033271,ENSMUSG00000026315,ENSRNOG00000002396,ENSCAFG00000000058
SERPINC1,ENSG00000117601,ENSMFAG00000031906,ENSMUSG00000026715,ENSRNOG00000002783,ENSCAFG00000014470
SERPIND1,ENSG00000099937,ENSMFAG00000031107,ENSMUSG00000022766,ENSRNOG00000001865,ENSCAFG00000015271
SERPINE1,ENSG00000106366,ENSMFAG00000041064,ENSMUSG00000037411,ENSRNOG00000001414,ENSCAFG00000013909
SERPINE2,ENSG00000135919,ENSMFAG00000043725,ENSMUSG00000026249,ENSRNOG00000015461,ENSCAFG00000016228
SERPINE3,ENSG00000253309,ENSMFAG00000030949,ENSMUSG00000091155,ENSRNOG00000009814,ENSCAFG00000028728
SERPINF1,ENSG00000132386,ENSMFAG00000044409,ENSMUSG00000000753,ENSRNOG00000003172,ENSCAFG00000024189
SERPINF2,ENSG00000167711,ENSMFAG00000038758,ENSMUSG00000038224,ENSRNOG00000003233,ENSCAFG00000019240
SERPING1,ENSG00000149131,ENSMFAG00000033907,ENSMUSG00000023224,ENSRNOG00000007457,ENSCAFG00000007838
SERPINH1,ENSG00000149257,ENSMFAG00000043814,ENSMUSG00000070436,ENSRNOG00000016831,ENSCAFG00000005386
SERPINI1,ENSG00000163536,ENSMFAG00000032238,ENSMUSG00000027834,ENSRNOG00000010248,ENSCAFG00000014582
SERTAD1,ENSG00000197019,ENSMFAG00000030367,ENSMUSG00000008384,ENSRNOG00000024363,ENSCAFG00000005345
SERTAD2,ENSG00000179833,ENSMFAG00000037664,ENSMUSG00000049800,ENSRNOG00000005393,ENSCAFG00000023129
SERTAD3,ENSG00000167565,ENSMFAG00000034796,ENSMUSG00000055200,ENSRNOG00000037690,ENSCAFG00000005340
SERTAD4,ENSG00000082497,ENSMFAG00000038535,ENSMUSG00000016262,ENSRNOG00000060773,ENSCAFG00000031193
SERTM1,ENSG00000180440,ENSMFAG00000040245,ENSMUSG00000056306,ENSRNOG00000014046,ENSCAFG00000006170
SESN1,ENSG00000080546,ENSMFAG00000031220,ENSMUSG00000038332,ENSRNOG00000000302,ENSCAFG00000003793
SESN2,ENSG00000130766,ENSMFAG00000043063,ENSMUSG00000028893,ENSRNOG00000042785,ENSCAFG00000011842
SESN3,ENSG00000149212,ENSMFAG00000040069,ENSMUSG00000032009,ENSRNOG00000008173,ENSCAFG00000004127
SESTD1,ENSG00000187231,ENSMFAG00000013388,ENSMUSG00000042272,ENSRNOG00000012603,ENSCAFG00000014103
SETBP1,ENSG00000152217,ENSMFAG00000035622,ENSMUSG00000024548,ENSRNOG00000016208,ENSCAFG00000017676
SETD1B,ENSG00000139718,ENSMFAG00000030930,ENSMUSG00000038384,ENSRNOG00000001337,ENSCAFG00000008167
SETD2,ENSG00000181555,ENSMFAG00000001601,ENSMUSG00000044791,ENSRNOG00000020915,ENSCAFG00000013392
SETD4,ENSG00000185917,ENSMFAG00000017853,ENSMUSG00000022948,ENSRNOG00000001699,ENSCAFG00000009616
SETD5,ENSG00000168137,ENSMFAG00000042888,ENSMUSG00000034269,ENSRNOG00000007472,ENSCAFG00000005486
SETD6,ENSG00000103037,ENSMFAG00000003198,ENSMUSG00000031671,ENSRNOG00000012447,ENSCAFG00000008461
SETD7,ENSG00000145391,ENSMFAG00000002176,ENSMUSG00000037111,ENSRNOG00000013045,ENSCAFG00000003703
SETDB1,ENSG00000143379,ENSMFAG00000042328,ENSMUSG00000015697,ENSRNOG00000021143,ENSCAFG00000023501
SETDB2,ENSG00000136169,ENSMFAG00000032631,ENSMUSG00000071350,ENSRNOG00000021680,ENSCAFG00000004341
SETMAR,ENSG00000170364,ENSMFAG00000029288,ENSMUSG00000034639,ENSRNOG00000006806,ENSCAFG00000005958
SETX,ENSG00000107290,ENSMFAG00000039742,ENSMUSG00000043535,ENSRNOG00000013491,ENSCAFG00000019897
SEZ6,ENSG00000063015,ENSMFAG00000038743,ENSMUSG00000000632,ENSRNOG00000009350,ENSCAFG00000018854
SEZ6L,ENSG00000100095,ENSMFAG00000035056,ENSMUSG00000058153,ENSRNOG00000025612,ENSCAFG00000011694
SEZ6L2,ENSG00000174938,ENSMFAG00000043800,ENSMUSG00000030683,ENSRNOG00000027098,ENSCAFG00000016991
SF1,ENSG00000168066,ENSMFAG00000033122,ENSMUSG00000024949,ENSRNOG00000021085,ENSCAFG00000014239
SF3A1,ENSG00000099995,ENSMFAG00000031979,ENSMUSG00000002129,ENSRNOG00000005218,ENSCAFG00000012559
SF3A2,ENSG00000104897,ENSMFAG00000002638,ENSMUSG00000020211,ENSRNOG00000019349,ENSCAFG00000019414
SF3B2,ENSG00000087365,ENSMFAG00000003064,ENSMUSG00000024853,ENSRNOG00000020412,ENSCAFG00000013033
SF3B3,ENSG00000189091,ENSMFAG00000045487,ENSMUSG00000033732,ENSRNOG00000017724,ENSCAFG00000020151
SF3B4,ENSG00000143368,ENSMFAG00000042395,ENSMUSG00000068856,ENSRNOG00000021181,ENSCAFG00000011617
SF3B5,ENSG00000169976,ENSMFAG00000029753,ENSMUSG00000078348,ENSRNOG00000014908,ENSCAFG00000032495
SF3B6,ENSG00000115128,ENSMFAG00000038178,ENSMUSG00000037361,ENSRNOG00000046172,ENSCAFG00000003957
SFI1,ENSG00000198089,ENSMFAG00000039398,ENSMUSG00000023764,ENSRNOG00000018412,ENSCAFG00000013206
SFMBT1,ENSG00000163935,ENSMFAG00000002793,ENSMUSG00000006527,ENSRNOG00000016645,ENSCAFG00000008763
SFMBT2,ENSG00000198879,ENSMFAG00000042671,ENSMUSG00000061186,ENSRNOG00000029235,ENSCAFG00000005121
SFN,ENSG00000175793,ENSMFAG00000017885,ENSMUSG00000047281,ENSRNOG00000033153,ENSCAFG00000012290
SFR1,ENSG00000156384,ENSMFAG00000033346,ENSMUSG00000025066,ENSRNOG00000012641,ENSCAFG00000031542
SFRP1,ENSG00000104332,ENSMFAG00000035564,ENSMUSG00000031548,ENSRNOG00000017783,ENSCAFG00000005737
SFRP2,ENSG00000145423,ENSMFAG00000038655,ENSMUSG00000027996,ENSRNOG00000009465,ENSCAFG00000008353
SFRP4,ENSG00000106483,ENSMFAG00000039798,ENSMUSG00000021319,ENSRNOG00000054957,ENSCAFG00000003646
SFRP5,ENSG00000120057,ENSMFAG00000037089,ENSMUSG00000018822,ENSRNOG00000014940,ENSCAFG00000009259
SFSWAP,ENSG00000061936,ENSMFAG00000037352,ENSMUSG00000029439,ENSRNOG00000000931,ENSCAFG00000006625
SFT2D2,ENSG00000213064,ENSMFAG00000037122,ENSMUSG00000040848,ENSRNOG00000003038,ENSCAFG00000015290
SFTPB,ENSG00000168878,ENSMFAG00000040839,ENSMUSG00000056370,ENSRNOG00000010761,ENSCAFG00000007658
SFTPC,ENSG00000168484,ENSMFAG00000003047,ENSMUSG00000022097,ENSRNOG00000011177,ENSCAFG00000009613
SFTPD,ENSG00000133661,ENSMFAG00000045610,ENSMUSG00000021795,ENSRNOG00000056001,ENSCAFG00000015753
SFXN1,ENSG00000164466,ENSMFAG00000040820,ENSMUSG00000021474,ENSRNOG00000018279,ENSCAFG00000016719
SFXN3,ENSG00000107819,ENSMFAG00000035501,ENSMUSG00000025212,ENSRNOG00000015442,ENSCAFG00000009815
SFXN4,ENSG00000183605,ENSMFAG00000043135,ENSMUSG00000063698,ENSRNOG00000036572,ENSCAFG00000012102
SFXN5,ENSG00000144040,ENSMFAG00000000876,ENSMUSG00000033720,ENSRNOG00000037871,ENSCAFG00000008944
SGCA,ENSG00000108823,ENSMFAG00000029765,ENSMUSG00000001508,ENSRNOG00000003998,ENSCAFG00000017013
SGCB,ENSG00000163069,ENSMFAG00000039063,ENSMUSG00000029156,ENSRNOG00000002135,ENSCAFG00000002001
SGCD,ENSG00000170624,ENSMFAG00000032111,ENSMUSG00000020354,ENSRNOG00000002372,ENSCAFG00000017592
SGCE,ENSG00000127990,ENSMFAG00000000448,ENSMUSG00000004631,ENSRNOG00000046905,ENSCAFG00000002104
SGCG,ENSG00000102683,ENSMFAG00000036886,ENSMUSG00000035296,ENSRNOG00000014603,ENSCAFG00000007161
SGF29,ENSG00000176476,ENSMFAG00000038040,ENSMUSG00000030714,ENSRNOG00000019245,ENSCAFG00000017127
SGIP1,ENSG00000118473,ENSMFAG00000045356,ENSMUSG00000028524,ENSRNOG00000006357,ENSCAFG00000018570
SGK1,ENSG00000118515,ENSMFAG00000037310,ENSMUSG00000019970,ENSRNOG00000011815,ENSCAFG00000000217
SGMS1,ENSG00000198964,ENSMFAG00000002389,ENSMUSG00000040451,ENSRNOG00000012536,ENSCAFG00000015628
SGMS2,ENSG00000164023,ENSMFAG00000041579,ENSMUSG00000050931,ENSRNOG00000011284,ENSCAFG00000011200
SGPL1,ENSG00000166224,ENSMFAG00000000706,ENSMUSG00000020097,ENSRNOG00000000565,ENSCAFG00000014100
SGPP1,ENSG00000126821,ENSMFAG00000042190,ENSMUSG00000021054,ENSRNOG00000005175,ENSCAFG00000032183
SGPP2,ENSG00000163082,ENSMFAG00000032165,ENSMUSG00000032908,ENSRNOG00000037695,ENSCAFG00000023763
SGSH,ENSG00000181523,ENSMFAG00000024178,ENSMUSG00000005043,ENSRNOG00000049552,ENSCAFG00000005640
SGSM1,ENSG00000167037,ENSMFAG00000020092,ENSMUSG00000042216,ENSRNOG00000000708,ENSCAFG00000011498
SGSM2,ENSG00000141258,ENSMFAG00000000154,ENSMUSG00000038351,ENSRNOG00000027194,ENSCAFG00000019289
SGSM3,ENSG00000100359,ENSMFAG00000032498,ENSMUSG00000042303,ENSRNOG00000018745,ENSCAFG00000001172
SGTA,ENSG00000104969,ENSMFAG00000034409,ENSMUSG00000004937,ENSRNOG00000019891,ENSCAFG00000019382
SGTB,ENSG00000197860,ENSMFAG00000043797,ENSMUSG00000042743,ENSRNOG00000011937,ENSCAFG00000007494
SH2B2,ENSG00000160999,ENSMFAG00000032865,ENSMUSG00000005057,ENSRNOG00000001425,ENSCAFG00000031198
SH2B3,ENSG00000111252,ENSMFAG00000029053,ENSMUSG00000042594,ENSRNOG00000028198,ENSCAFG00000008601
SH2D1A,ENSG00000183918,ENSMFAG00000002571,ENSMUSG00000005696,ENSRNOG00000006263,ENSCAFG00000029891
SH2D2A,ENSG00000027869,ENSMFAG00000001858,ENSMUSG00000028071,ENSRNOG00000013294,ENSCAFG00000023568
SH2D3C,ENSG00000095370,ENSMFAG00000000671,ENSMUSG00000059013,ENSRNOG00000054560,ENSCAFG00000020118
SH2D4A,ENSG00000104611,ENSMFAG00000007156,ENSMUSG00000053886,ENSRNOG00000013541,ENSCAFG00000005330
SH2D5,ENSG00000189410,ENSMFAG00000038100,ENSMUSG00000045349,ENSRNOG00000014909,ENSCAFG00000015033
SH3BGRL,ENSG00000131171,ENSMFAG00000031027,ENSMUSG00000031246,ENSRNOG00000002280,ENSCAFG00000017353
SH3BGRL2,ENSG00000198478,ENSMFAG00000033032,ENSMUSG00000032261,ENSRNOG00000009613,ENSCAFG00000002824
SH3BGRL3,ENSG00000142669,ENSMFAG00000031063,ENSMUSG00000028843,ENSRNOG00000015967,ENSCAFG00000012567
SH3BP1,ENSG00000100092,ENSMFAG00000042826,ENSMUSG00000022436,ENSRNOG00000009360,ENSCAFG00000001490
SH3BP2,ENSG00000087266,ENSMFAG00000040599,ENSMUSG00000054520,ENSRNOG00000013747,ENSCAFG00000014831
SH3BP4,ENSG00000130147,ENSMFAG00000038422,ENSMUSG00000036206,ENSRNOG00000019316,ENSCAFG00000012014
SH3BP5,ENSG00000131370,ENSMFAG00000030638,ENSMUSG00000021892,ENSRNOG00000052391,ENSCAFG00000006024
SH3BP5L,ENSG00000175137,ENSMFAG00000002737,ENSMUSG00000013646,ENSRNOG00000054400,ENSCAFG00000003160
SH3D19,ENSG00000109686,ENSMFAG00000032402,ENSMUSG00000028082,ENSRNOG00000011752,ENSCAFG00000008019
SH3D21,ENSG00000214193,ENSMFAG00000036528,ENSMUSG00000073758,ENSRNOG00000024566,ENSCAFG00000003388
SH3GL1,ENSG00000141985,ENSMFAG00000044037,ENSMUSG00000003200,ENSRNOG00000049683,ENSCAFG00000019083
SH3GL2,ENSG00000107295,ENSMFAG00000043791,ENSMUSG00000028488,ENSRNOG00000006761,ENSCAFG00000001567
SH3GL3,ENSG00000140600,ENSMFAG00000002733,ENSMUSG00000030638,ENSRNOG00000019776,ENSCAFG00000013237
SH3GLB1,ENSG00000097033,ENSMFAG00000044403,ENSMUSG00000037062,ENSRNOG00000012957,ENSCAFG00000020239
SH3GLB2,ENSG00000148341,ENSMFAG00000028800,ENSMUSG00000026860,ENSRNOG00000017295,ENSCAFG00000020008
SH3KBP1,ENSG00000147010,ENSMFAG00000002962,ENSMUSG00000040990,ENSRNOG00000004322,ENSCAFG00000013075
SH3PXD2A,ENSG00000107957,ENSMFAG00000044985,ENSMUSG00000053617,ENSRNOG00000020353,ENSCAFG00000010473
SH3PXD2B,ENSG00000174705,ENSMFAG00000040954,ENSMUSG00000040711,ENSRNOG00000004063,ENSCAFG00000016825
SH3RF1,ENSG00000154447,ENSMFAG00000026776,ENSMUSG00000031642,ENSRNOG00000010358,ENSCAFG00000007608
SH3RF2,ENSG00000156463,ENSMFAG00000042350,ENSMUSG00000057719,ENSRNOG00000018780,ENSCAFG00000006409
SH3RF3,ENSG00000172985,ENSMFAG00000039435,ENSMUSG00000037990,ENSRNOG00000046791,ENSCAFG00000001966
SH3TC2,ENSG00000169247,ENSMFAG00000001106,ENSMUSG00000045629,ENSRNOG00000019305,ENSCAFG00000018334
SH3YL1,ENSG00000035115,ENSMFAG00000037552,ENSMUSG00000020669,ENSRNOG00000005522,ENSCAFG00000003200
SHANK1,ENSG00000161681,ENSMFAG00000031048,ENSMUSG00000038738,ENSRNOG00000019207,ENSCAFG00000002924
SHARPIN,ENSG00000179526,ENSMFAG00000038852,ENSMUSG00000022552,ENSRNOG00000012812,ENSCAFG00000001536
SHBG,ENSG00000129214,ENSMFAG00000000521,ENSMUSG00000005202,ENSRNOG00000011357,ENSCAFG00000016692
SHC1,ENSG00000160691,ENSMFAG00000045075,ENSMUSG00000042626,ENSRNOG00000020657,ENSCAFG00000017156
SHC3,ENSG00000148082,ENSMFAG00000041328,ENSMUSG00000021448,ENSRNOG00000014366,ENSCAFG00000002201
SHC4,ENSG00000185634,ENSMFAG00000038568,ENSMUSG00000035109,ENSRNOG00000037134,ENSCAFG00000014794
SHCBP1,ENSG00000171241,ENSMFAG00000036653,ENSMUSG00000022322,ENSRNOG00000053026,ENSCAFG00000003704
SHD,ENSG00000105251,ENSMFAG00000033388,ENSMUSG00000039154,ENSRNOG00000049983,ENSCAFG00000019109
SHE,ENSG00000169291,ENSMFAG00000032320,ENSMUSG00000046280,ENSRNOG00000020797,ENSCAFG00000017182
SHF,ENSG00000138606,ENSMFAG00000045114,ENSMUSG00000033256,ENSRNOG00000028685,ENSCAFG00000013723
SHH,ENSG00000164690,ENSMFAG00000036949,ENSMUSG00000002633,ENSRNOG00000006120,ENSCAFG00000029968
SHISA2,ENSG00000180730,ENSMFAG00000002392,ENSMUSG00000044461,ENSRNOG00000012521,ENSCAFG00000030320
SHISA3,ENSG00000178343,ENSMFAG00000030992,ENSMUSG00000050010,ENSRNOG00000025670,ENSCAFG00000001804
SHISA6,ENSG00000188803,ENSMFAG00000031872,ENSMUSG00000053930,ENSRNOG00000029012,ENSCAFG00000017598
SHISA7,ENSG00000187902,ENSMFAG00000044189,ENSMUSG00000053550,ENSRNOG00000016877,ENSCAFG00000032489
SHISA8,ENSG00000234965,ENSMFAG00000043918,ENSMUSG00000096883,ENSRNOG00000049407,ENSCAFG00000031269
SHKBP1,ENSG00000160410,ENSMFAG00000041593,ENSMUSG00000089832,ENSRNOG00000020882,ENSCAFG00000005141
SHMT1,ENSG00000176974,ENSMFAG00000034627,ENSMUSG00000020534,ENSRNOG00000005275,ENSCAFG00000018253
SHMT2,ENSG00000182199,ENSMFAG00000002112,ENSMUSG00000025403,ENSRNOG00000008106,ENSCAFG00000000195
SHOC2,ENSG00000108061,ENSMFAG00000046047,ENSMUSG00000024976,ENSRNOG00000015339,ENSCAFG00000010831
SHOX2,ENSG00000168779,ENSMFAG00000029366,ENSMUSG00000027833,ENSRNOG00000012478,ENSCAFG00000008904
SHPRH,ENSG00000146414,ENSMFAG00000039704,ENSMUSG00000090112,ENSRNOG00000014450,ENSCAFG00000000335
SHQ1,ENSG00000144736,ENSMFAG00000039148,ENSMUSG00000035378,ENSRNOG00000005433,ENSCAFG00000006434
